ID,color,temperature,colorfulness,color_harmony
complementary/blue_violet/141950473@N0328406707919.jpg,5.76712,6.45,7.3,8.65
complementary/blue_violet/142157563@N0433404704503.jpg,5.9402094,5.45,7.32,6.58
complementary/blue_violet/142735534@N0428763990074.jpg,6.6472273,4.22,3.76,6.89
complementary/blue_violet/142735534@N0438798699504.jpg,4.799696,4.26,6.58,7.34
complementary/blue_violet/142773024@N0328338585604.jpg,5.969584,5.47,7.62,5.89
complementary/blue_violet/142957381@N0428642307022.jpg,6.3418508,5.43,6.78,7.65
complementary/blue_violet/143359378@N0832801354712.jpg,5.253247,6.48,9.37,7.22
complementary/blue_violet/143536796@N0835119638355.jpg,5.7153177,5.0,4.22,6.78
complementary/blue_violet/143705434@N0831451339806.jpg,4.9257665,5.0,4.67,6.33
complementary/blue_violet/144082435@N0333639625272.jpg,6.2525,5.27,7.81,4.33
complementary/blue_violet/14419055@N0833833171963.jpg,5.1650486,2.47,7.34,6.89
complementary/blue_violet/144276962@N0631767190844.jpg,6.642809,3.57,6.82,7.93
complementary/blue_violet/144493010@N0631591839568.jpg,5.94914,5.67,9.43,6.28
complementary/blue_violet/144518948@N0829386269220.jpg,5.581955,3.24,6.78,7.91
complementary/blue_violet/144677466@N0527495418074.jpg,5.8750515,7.32,4.86,6.94
complementary/blue_violet/144794295@N0830643982572.jpg,5.3300815,4.67,6.43,7.82
complementary/blue_violet/145152444@N0731220167060.jpg,6.241593,4.57,7.83,6.19
complementary/blue_violet/145762087@N0628647929676.jpg,5.7368736,6.37,9.52,4.28
complementary/blue_violet/145893243@N0827807360459.jpg,5.184976,7.23,9.76,6.89
complementary/blue_violet/146021103@N0732551121235.jpg,5.3381705,5.72,7.38,6.15
complementary/blue_violet/146045768@N0225701053807.jpg,6.8596325,7.24,5.68,8.31
complementary/blue_violet/146056820@N0727893116019.jpg,6.262923,6.47,9.82,7.34
complementary/blue_violet/146728408@N0628915750094.jpg,5.5559335,3.86,6.14,7.42
complementary/blue_violet/147015802@N0532636953570.jpg,5.787722,5.55,9.89,4.72
complementary/blue_violet/147501246@N0747612164381.jpg,6.7604737,5.23,7.86,6.54
complementary/blue_violet/147560263@N0229258704734.jpg,6.491509,6.5,9.76,5.34
complementary/blue_violet/147794081@N0732094414580.jpg,5.7149553,4.27,6.58,7.94
complementary/blue_violet/147794081@N0732321239972.jpg,5.189126,5.67,6.34,7.29
complementary/blue_violet/148553807@N0834569034725.jpg,5.6758122,4.27,7.85,6.39
complementary/blue_violet/148584285@N0333744983685.jpg,5.131222,3.42,4.86,7.09
complementary/blue_violet/149505955@N0646751961531.jpg,5.288163,6.75,5.34,7.92
complementary/blue_violet/150922460@N0331881907664.jpg,6.4086347,3.28,6.47,7.92
complementary/blue_violet/152302241@N0426471104979.jpg,5.5853543,5.67,6.79,7.43
complementary/blue_violet/152302241@N0437536208974.jpg,5.109034,3.21,6.78,4.39
complementary/blue_violet/154239517@N0336185210834.jpg,6.0954323,5.5,7.63,6.87
complementary/blue_violet/154514234@N0328408702087.jpg,6.5055475,5.43,8.76,6.89
complementary/blue_violet/157285654@N0644959770314.jpg,6.7780104,4.67,7.82,6.49
complementary/blue_violet/159196455@N0740158785223.jpg,5.6596885,2.34,6.78,7.92
complementary/blue_violet/159196455@N0746354868941.jpg,6.449615,4.23,6.58,7.34
complementary/blue_violet/168392935@N0532145132587.jpg,4.6230674,5.72,7.34,4.89
complementary/blue_violet/23248182@N0033510359985.jpg,6.9888844,4.36,8.79,6.21
complementary/blue_violet/26081675@N0630903733240.jpg,4.8821692,4.22,6.73,7.85
complementary/blue_violet/27760860@N0323975748023.jpg,5.5097914,3.74,5.86,6.32
complementary/blue_violet/28727333@N0524618118287.jpg,6.134786,5.67,8.22,6.78
complementary/blue_violet/28992287@N0322230227361.jpg,7.0153074,6.23,4.78,7.12
complementary/blue_violet/30448173@N0426909504494.jpg,5.1179905,6.47,7.92,5.34
complementary/blue_violet/31611680@N0830398352195.jpg,6.239708,5.76,9.43,4.89
complementary/blue_violet/32772931@N0333847607453.jpg,5.6564736,5.28,4.62,6.47
complementary/blue_violet/33607628@N0216067779603.jpg,6.9565907,7.5,5.3,8.45
complementary/blue_violet/37348193@N0819160521871.jpg,6.0228977,5.0,8.24,6.13
complementary/blue_violet/37961939@N0821915853990.jpg,5.399977,5.67,9.34,6.22
complementary/blue_violet/43830642@N0841652839681.jpg,6.1917834,5.67,9.24,7.85
complementary/blue_violet/44506883@N0437054319692.jpg,6.400983,6.47,3.22,7.89
complementary/blue_violet/52749884@N0224163521142.jpg,5.9319787,5.67,7.42,6.89
complementary/blue_violet/52749884@N0233604601401.jpg,5.8913946,6.34,4.78,7.25
complementary/blue_violet/54894481@N0445803177802.jpg,5.610778,3.42,7.58,6.45
complementary/blue_violet/55873432@N0427302367723.jpg,5.0333276,3.46,5.89,6.23
complementary/blue_violet/55873432@N0429059299727.jpg,4.7213583,6.45,7.82,5.67
complementary/blue_violet/56407552@N0624967728901.jpg,4.3403683,3.31,4.78,6.92
complementary/blue_violet/56407552@N0624967729051.jpg,5.724283,4.52,6.34,7.89
complementary/blue_violet/60345371@N0241599058480.jpg,4.4150586,6.47,9.83,5.12
complementary/blue_violet/60349833@N0239223601320.jpg,6.006549,3.25,4.67,7.5
complementary/blue_violet/61822831@N0639673658340.jpg,6.4096446,6.36,8.47,5.12
complementary/blue_violet/63508472@N0220514207745.jpg,6.107373,5.67,8.42,6.89
complementary/blue_violet/64092228@N0029356084851.jpg,5.869062,6.48,8.19,7.32
complementary/blue_violet/67183616@N0744427670312.jpg,5.4418697,4.52,6.47,5.34
complementary/blue_violet/67721796@N0226226657060.jpg,5.7578487,2.34,3.56,7.89
complementary/blue_violet/69824043@N0735669889974.jpg,5.021117,4.62,5.48,7.33
complementary/blue_violet/70672119@N0339861528123.jpg,5.897423,3.47,6.78,8.21
complementary/blue_violet/70874987@N0533361539932.jpg,5.5457034,3.42,6.15,7.89
complementary/blue_violet/75841511@N0531550964601.jpg,5.68682,5.43,9.87,8.12
complementary/blue_violet/76086226@N0716505591076.jpg,6.305459,7.34,4.56,8.79
complementary/blue_violet/76086226@N0716529883981.jpg,6.5336924,6.78,4.53,7.89
complementary/blue_violet/77193631@N0523854288145.jpg,5.4241047,4.73,8.56,6.47
complementary/blue_violet/82505196@N0628880357026.jpg,6.5849867,5.77,8.42,7.15
complementary/blue_violet/84779486@N0627097331748.jpg,6.2548394,5.0,8.72,6.38
complementary/blue_violet/89617809@N0735200306944.jpg,6.143423,5.68,7.24,6.39
complementary/blue_violet/90418835@N0728155125627.jpg,5.382938,6.47,9.32,7.85
complementary/blue_violet/91393324@N0038783233064.jpg,6.317631,5.96,9.87,6.78
complementary/blue_violet/93237990@N0525286327327.jpg,6.4907627,4.32,7.58,6.89
complementary/blue_violet/93349399@N0821260606850.jpg,5.744081,5.67,8.92,6.47
complementary/blue_violet/93560853@N0616815683354.jpg,6.040667,5.12,7.85,6.94
complementary/blue_violet/93560853@N0617122165918.jpg,6.5045013,4.22,7.85,8.63
complementary/blue_violet/97094869@N0625719808064.jpg,5.967454,5.33,6.57,7.89
complementary/blue_violet/97895755@N0435886097224.jpg,5.8019543,6.52,8.47,7.34
complementary/blue_violet/99312097@N0840640334691.jpg,6.1194267,3.34,6.78,7.56
complementary/blue_violet/99976443@N0616201051744.jpg,6.2838774,3.85,6.34,7.22
complementary/blue_violet/_konrad40219781481.jpg,6.26674,4.28,5.47,7.32
complementary/blue_violet/adithyaganesan21649017250.jpg,4.7906146,6.34,8.52,7.45
complementary/blue_violet/agustinruiz42866445004.jpg,5.5842266,3.46,7.39,5.27
complementary/blue_violet/airportgirl317542780463.jpg,4.9160223,3.64,5.28,4.76
complementary/blue_violet/airportgirl317684493218.jpg,4.3746324,3.47,9.82,4.16
complementary/blue_violet/airportgirl317724424353.jpg,4.7576375,4.37,6.92,5.17
complementary/blue_violet/airportgirl317743007089.jpg,4.999601,4.87,7.14,3.26
complementary/blue_violet/airportgirl318164627521.jpg,5.5520434,4.52,8.67,5.43
complementary/blue_violet/airportgirl318192215110.jpg,5.113209,6.47,4.72,3.85
complementary/blue_violet/airportgirl318231154281.jpg,4.982409,5.68,7.34,4.27
complementary/blue_violet/airportgirl318237694356.jpg,4.3047113,5.67,8.34,4.28
complementary/blue_violet/airportgirl318260406502.jpg,4.303284,4.37,7.82,3.14
complementary/blue_violet/airportgirl318318717326.jpg,5.509683,4.27,6.84,3.79
complementary/blue_violet/airportgirl318318722486.jpg,5.646957,4.23,7.68,5.94
complementary/blue_violet/alex6242037501363594.jpg,5.89422,3.74,6.58,7.33
complementary/blue_violet/alibro964064184.jpg,6.9136367,6.78,9.34,7.21
complementary/blue_violet/alideniese26177347117.jpg,6.1610513,5.72,6.49,7.84
complementary/blue_violet/allan_saw21879403205.jpg,6.133092,5.17,6.28,7.49
complementary/blue_violet/ammfazlan16729274054.jpg,6.603575,8.34,3.21,7.58
complementary/blue_violet/anderia31617622912.jpg,5.73752,3.76,7.42,5.98
complementary/blue_violet/andreacuevas18343725092.jpg,5.1791997,5.67,7.24,6.51
complementary/blue_violet/andrewb476880839276.jpg,4.6839614,3.76,2.84,6.27
complementary/blue_violet/angelicabean26136330996.jpg,5.5552106,9.67,5.34,1.78
complementary/blue_violet/antony5129816626524.jpg,5.8315353,6.28,8.82,7.28
complementary/blue_violet/archgionni31972248022.jpg,5.0743184,5.37,5.94,7.23
complementary/blue_violet/arckarts27032314519.jpg,5.52325,4.67,8.23,5.74
complementary/blue_violet/artanglerpd29588623574.jpg,5.6824875,4.67,6.53,7.89
complementary/blue_violet/aswaphotostreem16786222215.jpg,5.295381,5.68,8.46,7.31
complementary/blue_violet/beakurs35837499506.jpg,5.4429116,3.42,3.76,7.89
complementary/blue_violet/blaquebeat27282155904.jpg,6.1683183,3.14,6.27,7.85
complementary/blue_violet/blende1830907994530.jpg,5.306628,7.34,6.28,8.45
complementary/blue_violet/bobteephotos44094557902.jpg,5.2943325,5.27,7.86,6.42
complementary/blue_violet/bontegram33626987212.jpg,5.4006023,5.0,3.34,7.48
complementary/blue_violet/boomer201017305004422.jpg,6.2513485,6.74,8.55,7.33
complementary/blue_violet/carlesbaeza39422706532.jpg,5.0350695,3.65,6.58,7.92
complementary/blue_violet/carlosgconde25881076213.jpg,5.953275,5.74,9.28,7.43
complementary/blue_violet/cazink25938969314.jpg,4.9631004,4.67,5.83,7.19
complementary/blue_violet/chanosse29323864405.jpg,7.0418954,4.57,6.83,7.26
complementary/blue_violet/charliejoephotography26647669071.jpg,5.8189745,5.68,3.14,8.27
complementary/blue_violet/chrisparker201216692189026.jpg,7.11869,6.57,7.34,8.25
complementary/blue_violet/chrissiepix31971714140.jpg,5.4718733,4.67,7.84,6.55
complementary/blue_violet/cindymotmans35055403162.jpg,6.614895,6.37,8.92,7.56
complementary/blue_violet/crowbelle32193282304.jpg,5.3825374,5.43,7.65,6.27
complementary/blue_violet/crowbelle32193283674.jpg,4.800775,6.23,8.76,5.89
complementary/blue_violet/crowbelle32193289904.jpg,5.6648626,5.32,7.89,6.45
complementary/blue_violet/crowbelle32223428073.jpg,6.4149585,6.24,8.57,5.93
complementary/blue_violet/crowbelle32223438853.jpg,5.728438,6.72,7.85,6.38
complementary/blue_violet/crowbelle33038725905.jpg,5.092563,5.74,4.32,6.89
complementary/blue_violet/crutchleyrhodes36702270274.jpg,6.2403092,3.57,7.92,8.46
complementary/blue_violet/curly4241685527520.jpg,5.406801,6.74,9.21,7.85
complementary/blue_violet/czd7227504976931.jpg,5.7972016,5.76,8.45,7.34
complementary/blue_violet/d-kav23518960890.jpg,5.9971857,5.67,7.89,8.12
complementary/blue_violet/danielahartmann2880491366.jpg,5.692385,2.86,4.63,3.17
complementary/blue_violet/davebarnsley17029903640.jpg,5.8978343,5.45,9.18,7.34
complementary/blue_violet/david_e_smith42988281975.jpg,5.4751873,6.47,5.33,7.89
complementary/blue_violet/davidjn17049353999.jpg,5.5087795,7.65,9.37,6.29
complementary/blue_violet/deanreen24237459167.jpg,5.3424416,4.56,8.34,6.21
complementary/blue_violet/debbiedeboo16783364960.jpg,5.8411484,6.57,8.22,7.39
complementary/blue_violet/denniskuh189636916631102.jpg,5.6965413,4.67,9.14,6.78
complementary/blue_violet/dev_wr34733535595.jpg,5.8050666,6.48,9.73,7.34
complementary/blue_violet/dobingdesign36757343303.jpg,5.8887305,5.38,7.46,6.54
complementary/blue_violet/douglaspike19900685859.jpg,6.244066,5.67,4.32,6.89
complementary/blue_violet/dp-j37641727840.jpg,6.040064,7.43,6.57,8.22
complementary/blue_violet/dp-j37898664641.jpg,6.169773,6.73,5.26,7.14
complementary/blue_violet/edngphotography16473682439.jpg,6.0142956,3.56,6.42,7.85
complementary/blue_violet/eggandspoon25029750285.jpg,6.0659842,3.45,6.78,7.32
complementary/blue_violet/eltpics16224192124.jpg,6.495344,5.74,8.26,6.39
complementary/blue_violet/emily_endean28028243883.jpg,6.277921,3.76,7.42,6.89
complementary/blue_violet/emmabatemanphotography24043334442.jpg,6.274243,6.43,8.79,7.22
complementary/blue_violet/enriqueekoga27401012514.jpg,5.846946,7.23,4.56,6.78
complementary/blue_violet/fadetoblacklp17258412821.jpg,5.7222166,6.43,9.27,7.52
complementary/blue_violet/finlap34521522971.jpg,6.4210315,6.48,9.83,4.26
complementary/blue_violet/flavourofthemonth24068081865.jpg,6.2674,6.45,8.78,7.32
complementary/blue_violet/flavourofthemonth28144561506.jpg,5.000059,5.27,9.82,3.14
complementary/blue_violet/fluffysheep19332265691.jpg,6.3524175,6.35,7.89,8.52
complementary/blue_violet/fournaris37118952564.jpg,4.3206935,4.86,6.49,7.22
complementary/blue_violet/frozensouls43889546315.jpg,4.563391,3.67,2.45,7.82
complementary/blue_violet/gavjduncan37885434184.jpg,6.3360596,4.56,3.72,7.89
complementary/blue_violet/gentleflower20681828115.jpg,4.5608287,6.52,7.43,8.65
complementary/blue_violet/georgiesharp24152810908.jpg,5.0129967,5.75,8.46,6.83
complementary/blue_violet/gert5527677895472.jpg,5.620941,5.72,9.87,6.42
complementary/blue_violet/gert5540760382641.jpg,6.72057,5.47,7.82,6.39
complementary/blue_violet/giltay43382705712.jpg,4.9429364,5.48,9.34,6.87
complementary/blue_violet/glittergoddess31260009741.jpg,5.105047,5.74,7.23,4.68
complementary/blue_violet/grahamrobb19104883628.jpg,5.724965,4.17,4.62,7.35
complementary/blue_violet/greeno6324760641557.jpg,6.045241,6.78,8.34,6.21
complementary/blue_violet/hanout19326611473.jpg,5.373525,3.67,4.52,6.89
complementary/blue_violet/hansziel35689229033.jpg,5.8639035,4.56,7.89,6.45
complementary/blue_violet/haqiqimeraat21577076628.jpg,6.44323,3.72,6.89,7.53
complementary/blue_violet/hedonblog25135661717.jpg,6.083975,6.45,7.32,8.67
complementary/blue_violet/heyniol31658469153.jpg,4.3723454,5.67,9.24,6.38
complementary/blue_violet/hhwenk15979405714.jpg,5.2361817,6.85,7.34,8.69
complementary/blue_violet/hhwenk16600393991.jpg,5.3373437,6.73,8.25,7.42
complementary/blue_violet/hhwenk16600949162.jpg,5.7410297,3.75,5.82,6.47
complementary/blue_violet/hydrogen127909319111.jpg,5.977427,5.67,8.24,7.85
complementary/blue_violet/imageneer19412494798.jpg,5.5261264,3.74,6.58,7.19
complementary/blue_violet/ina_apla16559180795.jpg,6.0337386,5.34,6.78,7.25
complementary/blue_violet/jackal123313555510.jpg,5.656846,4.72,7.15,6.33
complementary/blue_violet/jackal123583144936.jpg,4.9201016,4.56,7.34,5.78
complementary/blue_violet/jackiecrossley26781175708.jpg,6.4208093,5.43,6.79,7.22
complementary/blue_violet/jacquelineterhaar18280733979.jpg,6.1253314,6.78,9.42,7.85
complementary/blue_violet/javiercamporbin44151845132.jpg,5.1483684,6.73,8.46,7.19
complementary/blue_violet/javiercamporbin44151845242.jpg,5.0149403,7.42,8.67,6.54
complementary/blue_violet/javiercamporbin44151845302.jpg,5.7686553,6.74,8.22,7.46
complementary/blue_violet/javiercamporbin44151845382.jpg,5.726191,6.47,8.32,7.15
complementary/blue_violet/jfa91117759877572.jpg,5.968153,5.87,7.92,6.33
complementary/blue_violet/jishnusankarphotography16666534498.jpg,6.726553,7.34,9.87,5.92
complementary/blue_violet/jkmedia35412507755.jpg,6.112768,5.24,7.98,6.45
complementary/blue_violet/jollyjules36765103393.jpg,5.423027,6.34,8.76,7.42
complementary/blue_violet/jovibor33990923550.jpg,5.317039,6.25,5.67,7.34
complementary/blue_violet/jowmaco39301022561.jpg,5.4068856,6.38,7.92,6.21
complementary/blue_violet/jrrondeau30635333808.jpg,6.3538637,6.25,3.42,7.53
complementary/blue_violet/kals55516819768509.jpg,6.6295743,3.45,6.76,7.22
complementary/blue_violet/kanchu699160493.jpg,5.932026,6.72,8.34,6.89
complementary/blue_violet/kandyzone18782837223.jpg,5.4104953,3.45,4.67,6.89
complementary/blue_violet/kandyzone18792968084.jpg,5.4578705,4.27,5.32,6.89
complementary/blue_violet/kandyzone18793010484.jpg,4.5830865,5.43,7.89,6.67
complementary/blue_violet/kandyzone18793017894.jpg,5.275443,4.67,7.15,5.32
complementary/blue_violet/kandyzone18794869293.jpg,5.1184583,3.19,5.47,6.32
complementary/blue_violet/kandyzone18794913353.jpg,5.2518287,6.34,5.57,7.22
complementary/blue_violet/kandyzone18795006613.jpg,5.8225927,4.67,3.34,5.78
complementary/blue_violet/kandyzone19227923448.jpg,5.4241924,4.55,5.23,6.78
complementary/blue_violet/kandyzone19227957600.jpg,5.0815477,4.35,3.62,6.28
complementary/blue_violet/kandyzone19227960470.jpg,5.0372386,4.37,7.82,6.54
complementary/blue_violet/kandyzone19227965690.jpg,6.004814,4.56,5.23,7.89
complementary/blue_violet/kandyzone19227966760.jpg,5.7577653,5.47,4.22,6.88
complementary/blue_violet/kandyzone19228082558.jpg,4.4785976,4.55,6.78,7.32
complementary/blue_violet/kandyzone19377403926.jpg,5.4775715,3.46,4.22,6.78
complementary/blue_violet/kandyzone19389430486.jpg,5.213634,4.56,5.87,6.32
complementary/blue_violet/kandyzone19389484446.jpg,5.0564113,4.37,6.82,5.74
complementary/blue_violet/kandyzone19409344432.jpg,4.9342275,3.74,4.68,6.54
complementary/blue_violet/kandyzone19415476275.jpg,5.4679203,4.56,5.78,6.89
complementary/blue_violet/kandyzone19415531505.jpg,5.918265,4.17,5.82,6.49
complementary/blue_violet/kandyzone19419781421.jpg,5.0254555,4.27,6.34,5.78
complementary/blue_violet/kandyzone19419801861.jpg,5.406855,3.76,4.92,5.34
complementary/blue_violet/kandyzone19419867081.jpg,5.380779,4.56,6.78,5.89
complementary/blue_violet/kandyzone19419923891.jpg,5.7591376,3.73,4.57,5.92
complementary/blue_violet/karenthomasart42702654145.jpg,5.237481,5.82,9.37,4.07
complementary/blue_violet/karenthomasart42939421281.jpg,5.0375237,4.52,8.67,5.34
complementary/blue_violet/karthi_kn16626033965.jpg,5.130626,4.72,6.85,7.94
complementary/blue_violet/kathryn65w26961352761.jpg,5.7817736,4.72,6.39,5.84
complementary/blue_violet/kelleystarnes16742713941.jpg,5.904186,2.34,3.76,6.89
complementary/blue_violet/kimbenson4527879496123.jpg,5.372577,4.26,6.49,5.67
complementary/blue_violet/kimbenson4527892267233.jpg,5.4496775,4.63,8.17,5.92
complementary/blue_violet/kujawskopomorskie34589654553.jpg,4.9672713,5.5,7.62,6.38
complementary/blue_violet/kujawskopomorskie35011938110.jpg,6.277954,5.24,4.76,6.85
complementary/blue_violet/kujawskopomorskie35011938770.jpg,4.6424165,7.82,5.63,6.47
complementary/blue_violet/kulturiomagazin28260323562.jpg,6.034167,5.74,6.89,4.27
complementary/blue_violet/kulturiomagazin28363900265.jpg,4.461509,5.43,7.76,6.52
complementary/blue_violet/le_crew_data19385208613.jpg,4.679117,6.78,8.25,5.87
complementary/blue_violet/lens-flare-photography18358354171.jpg,5.0939794,4.57,7.62,5.83
complementary/blue_violet/litost17665301508.jpg,5.6260242,6.27,5.84,7.46
complementary/blue_violet/luciamondini20276440738.jpg,6.208932,3.45,6.32,7.89
complementary/blue_violet/luilox32684762534.jpg,5.2524,6.47,9.84,7.26
complementary/blue_violet/luizcurcino33699638663.jpg,4.691681,6.87,4.32,6.98
complementary/blue_violet/luxsound47143894201.jpg,5.254232,5.73,9.84,2.46
complementary/blue_violet/luxsound47143894951.jpg,6.0137134,4.56,7.89,5.43
complementary/blue_violet/madeleineselen29875796060.jpg,5.009344,4.67,8.23,5.54
complementary/blue_violet/magnatone20090123851.jpg,5.5887904,4.73,6.58,5.34
complementary/blue_violet/martakisiela31359400463.jpg,6.06329,3.47,4.23,7.86
complementary/blue_violet/mattinho270437278809745.jpg,6.0416436,3.72,4.46,7.89
complementary/blue_violet/maureenlong22891564744.jpg,5.316957,3.27,4.36,7.92
complementary/blue_violet/maurophotograph26203329410.jpg,5.306981,3.65,7.28,5.5
complementary/blue_violet/maximumz23415795753.jpg,5.3903403,6.5,7.25,7.8
complementary/blue_violet/michelegrazia30767805533.jpg,6.1378865,3.5,5.25,7.8
complementary/blue_violet/michelegrazia43222497211.jpg,5.9800243,6.73,4.28,7.91
complementary/blue_violet/miguelruizrueda34104108560.jpg,6.780943,6.73,9.27,7.42
complementary/blue_violet/mralbionman30721059857.jpg,5.708442,5.67,6.24,7.35
complementary/blue_violet/muchlove201624004984798.jpg,5.419592,4.6,3.42,6.78
complementary/blue_violet/muchlove201624595311038.jpg,4.641554,3.48,7.23,4.86
