ID,holistic_color,temperature,colorfulness,color_harmony
monochromatic/darkyellow/miradasubjetiva17618041269.jpg,5.83,7.34,5.67,8.22
complementary/red_green/robi785736512684984.jpg,6.32,5.23,8.97,7.65
monochromatic/darkgreen/mm17470284993.jpg,6.65,6.52,3.67,7.85
complementary/red_green/mdmho21540651380.jpg,6.69,5.47,6.34,7.85
complementary/orange_green/8961023@N0230280447008.jpg,6.68,6.74,9.32,7.65
complementary/orange_yellow/105627977@N0623009845666.jpg,6.28,8.56,4.29,7.65
monochromatic/red/prem_mandir24422115481.jpg,6.25,7.43,3.68,8.22
monochromatic/darkgreen/chamberscreationsphotography38612911435.jpg,6.85,6.47,3.42,7.89
complementary/red_orange/jrrondeau28325887383.jpg,6.07,7.53,2.46,8.34
temperature/a3168-_DGW6358_S.JPG,6.16,6.34,5.27,7.82
monochromatic/yellow/121949668@N0817062069191.jpg,5.92,7.82,4.19,6.55
monochromatic/darkorange/61830788@N0334879282700.jpg,6.14,5.67,8.45,6.32
temperature/a2974-DSC_0363_AS.jpg,5.88,3.25,2.1,6.75
complementary/red_yellow/elcog201020301315252.jpg,6.32,7.83,4.56,8.29
complementary/red_blue/steelhead201039891679565.jpg,5.97,4.56,3.14,7.89
monochromatic/darkyellow/139150318@N0539563750891.jpg,5.5,5.35,3.74,7.62
monochromatic/lightpink/frullinato19092036583.jpg,4.88,6.27,4.91,7.82
monochromatic/orange/61206119@N0528747911990.jpg,6.17,7.33,4.58,7.21
complementary/red_yellow/tomraven27277254296.jpg,6.82,6.24,9.56,5.87
monochromatic/pink/162814817@N0639462877845.jpg,7.3,6.34,8.76,7.89
complementary/orange_yellow/artanglerpd24009061447.jpg,6.06,8.76,3.42,7.89
monochromatic/darkyellow/rubberducky_me32855300918.jpg,5.42,6.78,4.22,7.35
temperature/a3046-DSC_0010-2_S.JPG,5.73,5.67,4.23,6.78
monochromatic/pink/balu38779795900.jpg,5.73,5.47,3.89,6.15
complementary/blue_violet/ren63csc9516604556592.jpg,5.66,6.24,9.76,7.45
complementary/orange_green/bornincolour30091096876.jpg,6.18,6.43,2.14,7.86
monochromatic/darkyellow/92169786@N0633165942632.jpg,6.62,8.42,6.76,7.89
monochromatic/green/83646071@N0016016985284.jpg,6.35,7.56,8.34,6.21
complementary/yellow_green/monorail_kz21396771804.jpg,6.19,5.23,8.47,7.82
monochromatic/violet/129281764@N0520061847451.jpg,7.12,5.63,8.76,6.21
monochromatic/darkyellow/nicolariley22420109893.jpg,6.61,7.63,5.98,7.41
complementary/yellow_blue/fatimahamarics36128942424.jpg,6.62,7.45,6.1,8.65
complementary/green_blue/127836968@N0835091544671.jpg,6.46,6.24,4.56,5.67
monochromatic/pink/krsaurabh40488000552.jpg,6.02,8.12,5.67,6.43
monochromatic/darkorange/161057709@N0324963036618.jpg,5.46,5.73,6.58,7.44
complementary/orange_blue/kuen-cherng18495445953.jpg,5.69,7.34,3.56,8.22
temperature/a3279-20060620_171222__MG_9575_C.jpg,5.46,3.72,2.46,7.13
monochromatic/violet/31843304@N0232593722270.jpg,5.93,6.32,8.76,7.48
monochromatic/darkyellow/big_kev626747507009.jpg,6.48,5.73,7.84,6.92
monochromatic/darkorange/geekstalt30305656150.jpg,5.86,7.83,6.42,8.15
monochromatic/yellow/karennfld26858327485.jpg,6.34,6.73,8.25,7.92
complementary/orange_blue/morbokat16988618570.jpg,5.77,7.35,6.84,6.19
monochromatic/darkorange/124733025@N0817380644131.jpg,5.43,6.47,7.83,4.26
complementary/yellow_blue/lesliegill26565814073.jpg,5.4,5.67,4.22,6.89
complementary/orange_blue/91820810@N0540624490983.jpg,6.78,6.25,5.8,7.65
complementary/red_yellow/145934454@N0536616942806.jpg,7.1,5.68,7.92,8.43
monochromatic/darkorange/eggii35035876426.jpg,6.11,7.42,6.37,5.84
complementary/red_yellow/41109486@N0825138254463.jpg,5.23,5.48,8.92,6.73
monochromatic/gray/132601911@N0820480811922.jpg,6.13,0.0,0.0,10.0
complementary/orange_green/sa_steve17006171735.jpg,5.29,7.24,3.58,6.39
complementary/yellow_blue/147672975@N0430496687205.jpg,6.08,7.56,4.23,8.61
monochromatic/blue/69824043@N0724804775485.jpg,5.99,6.35,3.89,7.21
monochromatic/red/143989732@N0728292670822.jpg,5.56,6.34,7.87,5.93
complementary/blue_violet/samurai_noel24368558045.jpg,6.0,7.32,4.58,8.21
temperature/a2962-_I2E7423_AS.jpg,4.86,4.73,2.47,6.81
temperature/a3027-NKIM_MG_6282_F.JPG,4.83,4.23,5.67,7.89
monochromatic/orange/136595469@N0833722690511.jpg,5.91,6.74,4.29,7.65
complementary/red_blue/mikael_leth36354286630.jpg,6.59,7.13,8.46,6.79
complementary/blue_violet/andrewb476880839276.jpg,4.68,3.76,2.84,6.27
monochromatic/pink/janicelin32458469622.jpg,5.89,6.47,9.38,7.24
complementary/red_orange/axxolotl22135256014.jpg,6.51,7.34,5.87,8.42
complementary/red_violet/malc6426162549622.jpg,4.22,10.0,2.58,0.2
monochromatic/lightpink/haberlea29308232907.jpg,6.26,6.78,3.24,7.96
temperature/a3236-IMG_5146_AS.jpg,5.91,5.45,4.32,6.78
complementary/blue_violet/147560263@N0229258704734.jpg,6.49,6.5,9.76,5.34
complementary/red_orange/69711006@N0718076324435.jpg,5.9,7.15,9.43,8.76
complementary/yellow_green/104988646@N0740259058474.jpg,6.48,7.23,4.56,8.91
monochromatic/lightpink/158226629@N0337578666490.jpg,5.4,4.56,3.74,5.89
complementary/red_violet/pixelatedsky28364676438.jpg,6.35,6.42,8.57,5.34
complementary/orange_violet/debbiedeboo16783364960.jpg,5.84,6.45,8.76,7.32
complementary/green_blue/muchlove201624191541068.jpg,5.11,7.23,7.68,4.56
complementary/orange_blue/adelib31636915841.jpg,7.1,7.38,3.22,6.89
complementary/blue_violet/hhwenk16600949162.jpg,5.74,3.75,5.82,6.47
monochromatic/red/154778326@N0534327045450.jpg,6.89,7.34,8.76,6.42
complementary/yellow_violet/132561334@N0821584131118.jpg,6.63,7.32,6.89,7.14
complementary/green_violet/hhwenk16422127960.jpg,5.25,7.34,9.12,6.45
monochromatic/orange/astrotrevor21983255873.jpg,5.88,8.76,6.42,7.85
monochromatic/red/john_6422174424512.jpg,5.67,8.43,5.76,6.87
complementary/red_orange/143177362@N0631014847938.jpg,5.52,9.23,2.46,7.89
temperature/a3127-kme_304_T.JPG,5.57,2.14,1.67,6.85
monochromatic/lightblue/96649693@N0718564792773.jpg,5.25,6.45,5.67,7.89
complementary/red_blue/steelhead201025415978727.jpg,6.36,7.34,4.56,7.89
monochromatic/darkyellow/158953739@N0337575467595.jpg,5.59,6.34,8.76,5.89
complementary/green_blue/photoartvlade23843170484.jpg,5.75,6.45,4.78,7.32
complementary/yellow_violet/hongdonglx45118423592.jpg,6.55,7.89,9.34,2.76
monochromatic/darkyellow/156249801@N0739594136374.jpg,5.84,6.34,7.58,8.22
monochromatic/red/steventhompson3837374459540.jpg,5.08,3.57,7.42,6.13
monochromatic/darkyellow/128108450@N0324192249940.jpg,5.99,6.45,8.3,7.65
monochromatic/blue/tinto17726516245.jpg,5.01,6.24,7.85,8.46
complementary/orange_green/11109755@N0417387015789.jpg,6.2,6.5,8.67,4.31
monochromatic/violet/grumpybaldprof40154369100.jpg,6.59,5.45,3.22,7.89
temperature/a2871-IMG_5078_T.JPG,5.75,3.45,4.76,6.82
complementary/orange_violet/muchlove201638811852495.jpg,5.38,5.12,3.67,4.23
monochromatic/black/regiscardoso30820558963.jpg,5.78,5.67,8.44,7.29
complementary/green_violet/127836968@N0817324504155.jpg,6.53,6.75,9.23,5.48
complementary/orange_violet/alothan21835196985.jpg,6.05,8.64,6.28,7.93
monochromatic/black/127189205@N0323996953884.jpg,6.27,6.28,4.57,7.32
monochromatic/blue/bontegram33626987212.jpg,5.4,5.43,4.87,7.62
monochromatic/red/anymotion16709317843.jpg,5.56,7.25,6.14,7.89
monochromatic/yellow/davidglynlloyd34836681981.jpg,6.78,6.27,4.53,7.89
complementary/yellow_blue/jkornstaedt26149139214.jpg,5.42,3.57,2.86,8.42
monochromatic/lightblue/23025757@N0520516954959.jpg,4.72,7.31,4.82,7.48
monochromatic/green/37089639@N0431103754005.jpg,5.11,5.25,4.12,6.78
